cell_id,true_label,pred_label_raw,pred_label_aligned
0,0,1,0
1,0,1,0
2,0,1,0
3,0,1,0
4,0,7,6
5,0,1,0
6,0,1,0
7,0,1,0
8,0,1,0
9,0,7,6
10,0,1,0
11,0,1,0
12,0,4,1
13,0,1,0
14,0,1,0
15,0,7,6
16,0,1,0
17,0,1,0
18,0,1,0
19,0,1,0
20,0,7,6
21,0,1,0
22,0,1,0
23,0,7,6
24,0,1,0
25,0,1,0
26,0,1,0
27,0,1,0
28,0,1,0
29,0,1,0
30,0,7,6
31,0,7,6
32,0,7,6
33,0,1,0
34,0,1,0
35,0,1,0
36,0,1,0
37,0,1,0
38,0,7,6
39,0,1,0
40,0,1,0
41,0,1,0
42,0,1,0
43,0,1,0
44,0,1,0
45,0,1,0
46,0,1,0
47,0,1,0
48,0,1,0
49,0,1,0
50,0,1,0
51,0,1,0
52,0,1,0
53,0,1,0
54,0,1,0
55,0,1,0
56,0,1,0
57,0,1,0
58,0,1,0
59,0,1,0
60,0,1,0
61,0,7,6
62,0,1,0
63,0,1,0
64,0,1,0
65,0,1,0
66,0,7,6
67,0,1,0
68,0,1,0
69,0,1,0
70,0,1,0
71,0,1,0
72,0,1,0
73,0,7,6
74,0,1,0
75,0,1,0
76,0,1,0
77,0,1,0
78,0,7,6
79,0,1,0
80,0,7,6
81,0,1,0
82,0,1,0
83,0,1,0
84,0,1,0
85,0,1,0
86,0,1,0
87,0,7,6
88,0,1,0
89,0,1,0
90,0,1,0
91,0,1,0
92,0,1,0
93,0,1,0
94,0,7,6
95,0,7,6
96,0,7,6
97,0,1,0
98,0,1,0
99,0,7,6
100,0,1,0
101,0,1,0
102,0,1,0
103,0,1,0
104,0,1,0
105,0,1,0
106,0,1,0
107,0,0,3
108,0,7,6
109,0,1,0
110,0,1,0
111,0,1,0
112,0,1,0
113,0,1,0
114,0,1,0
115,0,1,0
116,0,1,0
117,0,1,0
118,0,1,0
119,0,1,0
120,0,1,0
121,0,1,0
122,0,1,0
123,0,1,0
124,0,7,6
125,0,1,0
126,0,1,0
127,0,1,0
128,0,1,0
129,0,0,3
130,0,1,0
131,0,1,0
132,0,1,0
133,0,7,6
134,0,1,0
135,0,7,6
136,0,1,0
137,0,7,6
138,0,1,0
139,0,1,0
140,0,1,0
141,0,1,0
142,0,7,6
143,0,1,0
144,0,7,6
145,0,1,0
146,0,1,0
147,0,7,6
148,0,7,6
149,0,1,0
150,0,1,0
151,0,1,0
152,0,7,6
153,0,1,0
154,0,1,0
155,0,1,0
156,0,7,6
157,0,1,0
158,0,1,0
159,0,1,0
160,0,1,0
161,0,1,0
162,0,7,6
163,0,1,0
164,0,1,0
165,0,7,6
166,0,7,6
167,0,7,6
168,0,1,0
169,0,4,1
170,0,7,6
171,0,1,0
172,0,1,0
173,0,6,4
174,0,1,0
175,0,1,0
176,0,1,0
177,0,1,0
178,0,1,0
179,0,1,0
180,0,1,0
181,0,1,0
182,0,1,0
183,0,1,0
184,0,7,6
185,0,1,0
186,0,1,0
187,0,1,0
188,0,7,6
189,0,1,0
190,0,1,0
191,0,1,0
192,0,1,0
193,0,1,0
194,0,5,5
195,0,1,0
196,0,7,6
197,0,1,0
198,0,4,1
199,0,7,6
200,0,1,0
201,0,1,0
202,0,7,6
203,0,7,6
204,0,1,0
205,0,1,0
206,0,1,0
207,0,1,0
208,0,1,0
209,0,7,6
210,0,7,6
211,0,7,6
212,0,1,0
213,0,1,0
214,0,1,0
215,0,1,0
216,0,1,0
217,0,1,0
218,0,0,3
219,0,1,0
220,0,1,0
221,0,1,0
222,0,1,0
223,0,1,0
224,0,7,6
225,0,1,0
226,0,1,0
227,0,1,0
228,0,1,0
229,0,1,0
230,0,1,0
231,0,1,0
232,0,7,6
233,0,1,0
234,0,7,6
235,0,1,0
236,0,1,0
237,0,1,0
238,0,1,0
239,0,1,0
240,0,1,0
241,0,1,0
242,0,1,0
243,0,1,0
244,0,1,0
245,0,1,0
246,0,1,0
247,0,1,0
248,0,1,0
249,0,1,0
250,0,1,0
251,0,1,0
252,0,1,0
253,0,7,6
254,0,1,0
255,0,7,6
256,0,1,0
257,0,1,0
258,0,1,0
259,0,1,0
260,0,1,0
261,0,1,0
262,0,1,0
263,0,1,0
264,0,1,0
265,0,7,6
266,0,1,0
267,0,1,0
268,0,7,6
269,0,1,0
270,0,1,0
271,0,7,6
272,0,1,0
273,0,1,0
274,0,7,6
275,0,7,6
276,0,1,0
277,0,1,0
278,0,7,6
279,0,1,0
280,0,1,0
281,0,1,0
282,0,1,0
283,0,1,0
284,0,1,0
285,0,1,0
286,0,7,6
287,0,1,0
288,0,1,0
289,0,7,6
290,0,1,0
291,0,7,6
292,0,1,0
293,0,1,0
294,0,1,0
295,0,1,0
296,0,1,0
297,0,1,0
298,0,1,0
299,0,1,0
300,0,1,0
301,0,1,0
302,0,1,0
303,0,1,0
304,0,1,0
305,0,1,0
306,0,1,0
307,0,1,0
308,0,1,0
309,0,1,0
310,0,7,6
311,0,1,0
312,0,1,0
313,0,1,0
314,0,1,0
315,0,1,0
316,0,1,0
317,0,2,7
318,0,1,0
319,0,1,0
320,0,1,0
321,0,1,0
322,0,7,6
323,0,7,6
324,0,7,6
325,0,1,0
326,0,7,6
327,0,7,6
328,0,1,0
329,0,1,0
330,0,1,0
331,0,1,0
332,0,1,0
333,0,1,0
334,0,1,0
335,0,1,0
336,0,1,0
337,0,1,0
338,0,1,0
339,0,1,0
340,0,1,0
341,0,1,0
342,0,7,6
343,0,1,0
344,0,1,0
345,0,1,0
346,0,1,0
