sample_labels,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell_label,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
cluster_labels,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,7,3,7,7,7,7,7,7,7,7,3,7,3,7,3,7,7,7,7,3,7,7,7,3,7,7,3,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,3,4,4,4,3,4,3,3,3,7,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5
LOC100502936,0,0,0,0,0,0,0,0,0.353544660753981,0,0,0,0.00168480993671805,0.0895388916913636,0.0738537238816283,0.00682295828809939,0,5.31419068066634,0.00155175971170665,0.000785713383279658,0.00487680142314484,0,0,0.0891783377695247,0,0,0.00309364740910143,0,0,0,0,0,0,0,0,0,0,0,0,0.00619853152184331,0,0.00216307594017647,0.0148051626732456,0.00286307218629894,0,0,0,0.420870241337342,0,0.00323585921877772,0,0,0.33041230889523,0.00122890930853399,0.188335153662927,0.510034471941453,0.548590949231527,0.38445223617496,0.00927868109479145,0.431661009155468,0.0423588909996387,0.130033528677188,0.957915517719859,0.942804453437918,0.011913569596617,0.0706449360729515,0.0321339629275675,0,0.00345567055583473,0.000923846225736746,0,0.0433829015122164,0.232383263081471,0.488370218621325,0.182059299639097,0,0.00103470417056903,0,0,0,0,0.00459737422040826,0.28917199688015,0,0,0.131460143772669,0,0.0339999032545197,0.266813505367153,0.0724856140607939,0.221273381579034,0.103617617107872,0,0.00424945226690909,0,0,0,0.00842286383015621,0.0756438409581457,0,0,4.66168295566978,4.84646363437558,4.54607762098018,4.46060996957823,4.83749239229436,4.66070127195307,4.61162365727474,4.68994207251156,0,0,0,0,0,0,0,0,0,0,0,0.0016295514217246,0.000735440698163201,0,0,0,0,0,0,0.00133720268340333,0,0,0,0,0,0,0.00102599553129967,0,0.00268715875250103,0,0,0,0,0,0.00101282754635961,0,0,0,0,0,0,0,0,1.09008732567911,0.765943521621196,1.16948274392069,1.36451364107262,1.02345646457652,0.738654779695961,1.31750431752678,1.61334580441788,0.57307256910678,0.954849748269287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129723274380305,0,0,0,2.53198841773549,1.48375716398946,1.48527537026866,1.60783536828647,1.0375337825873,1.39244173864563,1.4656523004036,1.5713662228465,2.00922396562572,1.67862629640321,1.4218387456591,1.5197215020346,0,0,0.0126558370289366,0,0,0.00369000023865009,0,0,0,0,0.00124255122157198,0,0.00112294217228341,0,0,0,0,0,0,0,0,0,0.011574941616943,0.00716654327880768,2.34266420569696,0,0,0.00350062826131198,0.00358973492653797,0,0.00231851259127597,0,0.138755395999117,0,0,0,0.121603212287912,0.283994525873025,0.00241692544705608,0.0830363784278678,0.3660456910508,0.00747372999658506,0,0.00108468621500122,0,0.00193994478650276,0,0,0.00102142905567371,0,0,0,0,0.00219449012318665,0,0,0,0,0,0,3.99567982753835,4.06085014216237,4.02474255915916,4.08633812279865
Bcl2l10,0.00902345584256707,0.00646043988016012,0,0,0.00101107060051486,0.280279168602831,0,0,0,0,0,0,0.00168480993671805,0.0435685324708913,0.0401803159952012,0.00546208576981177,0.00192722364347278,4.42168834411098,0,0,0,0,0,0,0,0.440045081058898,0,0.000932771499453603,0,0,0.35239962669819,0,0.000638366212783593,0,0,0,0,0,0.000934665811011347,0,0,0,0,0,0.155279488801823,0,0,0,0,0,0,0.000712491335075226,0.415174584789204,0.00490660182553509,0.0139736324259644,0.300030630193051,0.114182850050725,0.217865919676117,0.0386041488860161,0.0530833566813456,0.321244492835781,0.10700948268187,0.0301262182421641,0.197940683665946,0.00199547751477231,0.0227451045837786,0,0,0.00259287180247951,0.00276898213741404,0.19267239829341,0,0.0425226015521306,0.0389101685366442,0.00166961238922304,0.0408732793076812,0,0,0,0.00157712296442973,0.00128248446070075,0,0,0,0,0,0.0446582998348805,0,0.061534589815777,0.120411956841672,0,0,0,0,0.0019883034695802,0,0,0,0,0,0,3.88357013844322,3.9327053031723,3.92384681214335,4.0148183471623,3.90452322909851,3.81873705473383,3.84875184478626,3.96112075580828,0,0.00118042333767092,0,0,0,0.134841696559598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133720268340333,0,0,0,0,0,0.225668148725338,0,0,0,0,0,0,0,0.000828850542880029,0,0.00178921043197579,0,0,0,0,0.00319052252350981,0.0337642059138773,0,0.666068711489798,0.206449257127968,0.666339447307115,0.461152151053593,0.557625005436214,0.712003562035268,0.774976505294602,0.96725694600332,0.227470921104438,0.504253283025438,0.00118721304910376,0,0.00107597594126314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03989051113855,1.56187992879114,2.01296483518726,1.9379757693955,1.24064506843282,0.869367365644031,1.33275451345537,1.3670836793881,1.55301595763782,1.54259313127855,1.71490557443537,1.54242919997935,0,0,0.00363232683598417,0,0,0,0.188113776507834,0.00147819118816014,0,0,0.00248356042544357,0,0.00112294217228341,0,0,0,0,0,0,0,0.000916488450913682,0,0.00387321954834247,0.0095440231134116,2.01473278278035,0,0,0.000876306585297021,0.000898642535207494,0.000812774122321968,0.00115992823306697,0,0.14288173533017,0,0,0.00117552947035091,0.0914263862526407,0.194718991785595,0.00241692544705608,0.0542958002504342,0.231121584878299,0,0,0,0,0.000970442816399451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90956890177376,3.77969521927398,3.9787930439094,4.08895023951307
E330034G19Rik,0,0,0,0,0,0,0,0,0.0650123101263825,0.00108481541495293,0,0.0165456815547504,0,0,0.0194182024079177,0.0027347721778896,0,4.1235579946643,0,0,0,0,0,0,0,0,0,0.00928879194674631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172214657703415,0.130621017213157,0,0,0,0,0,0,0,0,0.403871569294693,0.00245631025243313,0.0202613028012402,0.00536864231795769,0,0.051730293664714,0.00103522635771767,0.303001991967415,0,0.0309911952340896,0.0257199401523133,0.0213511465984143,0,0.151116073818233,0.0215369614480366,0.00990595538509054,0,0,0,0.00196862528668265,0,0,0,0,0.00103470417056903,0,0.00264475029377722,0,0,0,0,0,0.351073228185095,0,0,0,0,0.126068173295811,0,0,0.0078559422144508,0,0.00595308951498033,0,0,0.00281551137562117,0,0,0,3.69499166979641,3.88745635494797,3.55277077139089,3.78482377062465,3.6963671407936,3.67447091043892,3.59109911357016,3.75624778023423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124328579607492,0,0,0,0,0,0,0,0,0,0,0,0.439951030104716,0.660584808749872,0.344936568862043,0.56748921216885,0.78004610124203,0.670530887360827,0.313678872771117,0.853651576195849,0.830129985459922,0.427976638207624,0.950510512993753,0,0,0,0,0.0121368906161011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851623198349508,0,0,0,0,0.000796300176835298,0,0,0,0,0,1.73711193394975,1.32093467753702,1.46701468285375,1.39166086857743,1.2401922255363,1.27128079306904,1.01926819305121,1.17394362749439,1.44817421600464,1.04949981905777,1.37390998629215,1.55407511463092,0,0,0.00363232683598417,0,0.00119855372901293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773149512967031,0.0095440231134116,1.64128913628524,0,0,0.000876306585297021,0.00358973492653797,0,0.00115992823306697,0,0.077660124491104,0,0,0,0.0461642367455412,0.131315350074944,0,0.0451422925847412,0.0506954771633134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35902671719486,3.4947367285449,3.52105769622496,3.62667852041339
Tcl1,0,0,0,0,0,0,0.00114543206819369,0,0.389871243539061,0,0,0,0.358845008374681,0,0.0571587505422693,0.0162975608107104,0.00192722364347278,5.23876090182424,0,0,0,0.00089979575309873,0,0.234942556937969,0,0.00231990030115713,0,0,0,0,0,0,0.00191387740325935,0,0,0,0,0,0,0,0,0.00108212283216459,0,0,0,0.00103298559142407,0,0,0.446816162821116,0.00323585921877772,0,0,0.00652617908221232,0.0182769256766241,0.129411785740915,0.00107603672522449,0.000724031677314992,0,0.416632804832445,0.664174170639944,0.297963175699879,0.206682996442855,0.180848427714158,0.0569248181564924,0.0158534261625374,0.401174477301953,0.00542788130314831,0.0197147445555145,0.0289994325095148,0.245457691950415,0,0.00980459895573905,0,0.0077329313563355,0,0,0,0,0,0,0,0.00115132655884733,0.408060569294876,0.0587433958739771,0,0,0,0,0,0,0.0092445548380564,0,0,0,0.0561139106272561,0,0,0,0,0,0,4.29548340055167,4.4219906703959,4.10886816916904,4.10249176314812,4.29505245323738,4.22880014054386,4.06743684469987,4.09983588947952,0,0.516171798384764,0,0.00120660039453862,1.22037703181093,0.296179307522734,1.73274178005739,0,0.908147931240087,0,0.478119629695439,0,0,0.29788242730002,0.716905323023461,0.152450780740762,1.10671302192885,0.0118422702878879,0,0,0.699146028496882,0.0102219963939056,0.0169165207754595,0.411980913004476,0.482806650510034,0.51794371901985,0.597812938789404,0.000947533173198589,1.80355776962677,0.00114332308984438,0,0.155158926893085,0,0,0.603721601640003,0,0,0.00168053963350315,0,0,0.00637089797891569,0.00131992415345134,0.00223487402405168,1.63065109130253,1.64931839189707,1.54310436969636,1.427522824075,1.58613898357493,1.55888010836934,1.97106832033817,1.87200413089706,0.965863067756185,1.37776512479333,0.67346766032617,1.62876613390609,0,0,0,0,0.660638459911589,0.00106947478132151,0,0.00219329164664884,1.43440819374497,0.000896732850039928,1.46329723422626,0,0,0,1.28504033180394,0.307636947042251,0.38107440730488,1.48880567213435,1.05152058810247,1.20852679364414,1.7587776393382,0.606043920691479,0.000796300176835298,0,0.0025927848547511,0.0083000039182613,0.194808657601127,0.68285703900774,2.7954766380715,2.57387849597139,3.53945284753729,3.58998388420511,2.48861972751524,2.70383686139406,2.06840815510767,2.27767090653039,2.65693568373812,2.5689672989947,2.94431377275164,2.84017334397512,0.0465171698895037,0,0.00725150761011663,0.295076529066241,0,0,0.00136972925709255,0,0,0,0.270661193442515,0,0.00112294217228341,0.00169184853785287,1.07230770182417,0.710219702754621,0.00121118661785232,0,0,0,1.10796895263725,0,0.207222811007108,0.574795260722275,2.02044025961156,0,0.0314994668917562,0.0087287003534411,0,0.708536417533685,0.136483314814055,0,0.137376157156054,0.759735343790248,0.532579175772467,0.00117552947035091,0.061480380672962,0.357631816928132,0,0.0615587545048926,0.14497222105676,0,0,0,0.737516931390608,0.00290850773284795,1.11671117040303,0.00310057385725256,0,1.58307208461516,0.010007458954806,0,0,0,0.000865394970921032,0,0,0,0.00208683497243377,0,3.79115008444829,4.07012785784322,3.90788344120361,4.03682177398329
Khdc1b,0.100182265226713,0.735380108409982,0.0232569760397759,0.0582598767537974,0.0908353636791125,0.042591557882061,0.234871630396154,0.421595098605047,0.027283521823481,0.057983227888639,0.0238907840941104,0.0770350505454285,0.481713808977113,0.0624995753631761,0.104826216410407,0.0597928305783306,0,4.70166552776535,0.186472338222021,0.0468333464220001,0.0551594216362187,0.0266477933657122,0.0476388382414685,0.0471730874563918,0.0445078159287523,0.0476223019045389,0.0229723851259673,0.00279570836120906,0.0401686587446093,0.00991771534151898,0.0029431776461241,0.0102603553221421,0.0252220338605665,0.0125261886873969,0.0449962403163403,0.00127231741121522,0.00834470499137064,0.0412457348071691,0.0712718485398849,0.00619853152184331,0.0263468849559472,0.0224822489060184,0.0351709129240783,0.0402741682499143,0.0184928760508375,0.0474324880159863,0.0450522140345137,0.461621205362682,0.0150296819239217,0.0224341635688292,1.04732326315501,1.05811476528801,1.41535048747073,0.382566887845045,0.151642093625258,1.34578202066182,1.10623407799589,1.00246060907819,0.318414446704286,0.543045121592461,1.52248924618594,1.16996040864018,1.32516582126895,1.19419973129752,0.119416662887056,0.242964410806113,0.103325948242863,0.245879198281481,0.0948758925463575,0.0282496604429608,0.0262140784914685,0.0386544817520637,0.0443711672499819,0.298329503382086,0.404661838875553,0.0549842672182832,0.923741538974141,0.0390194486120342,0.0287145217058582,0.165012403277459,0.0795256331962055,0.0472495139460954,0.17442811521135,0.246943539282686,0.190449911802133,0.254407781845368,0.0465975648156652,0.0733303048353412,0.0284404723908686,0.0605127998585545,0.065888606160413,0.417780401306182,0.256047896965412,0.112647946316844,0,0.207520704724645,0.183664352154887,0.126927739733761,0.0327040361418894,0.275423010413447,0,4.09122249826417,4.14307946893708,3.85829027358293,3.88290881476497,3.91808755696819,3.89140692867479,3.97981562571064,4.03376234403954,0.00845731795107306,0,0,0.0143839960888552,0,0.000622028976499458,0.0448345326856734,0,0.00323032859062851,0.0137579909145001,0.0197931996879819,0,0.00733018047281508,0.00761418524471995,0,0.0383471838159686,0.00224930478880004,0,0.0112225715072915,0,0.0184377986284933,0,0,0.00746917756129454,0,0.00347381818216329,0.00409768120432681,0,0,0.00684041253865941,0,0.00100454646046356,0,0,0,0.000895005375180755,0.00976187025370208,0,0.0176687897554709,0,0.00239384570700219,0.023496113129858,0.00668969366890199,1.79244077616379,1.56929726759833,1.38513144562372,1.68806857214274,1.52226522274561,1.55764410279958,2.01440173063952,2.36931957731624,1.35847043847639,1.80376554393168,0,0,0,0,0,0.233096870132343,0.178744290027521,0.216586575970797,0,0,0,0.077647983991995,0,0,0,0.015238939695583,0.00763245458949129,0.185313162153707,0.0460529042868948,0,0,0.0486198582889829,0.223117935219759,0,0.0243951405916945,0.00739168365717568,0,0.00933267727582582,0.00756233806521433,0.284362267004567,2.44876685443104,2.61048871637055,2.50427735042631,2.47256580844033,2.42503192544363,2.29964725193806,2.0988172189349,2.00252394243322,2.47212394315381,2.30922860052382,2.26910258067891,2.19027231557487,0,0.00552486110590567,0.00725150761011663,0.000849216419647212,0,0.00491698070813785,0,0,0,0.0218252541958096,0.00124255122157198,0,0.00224462475975322,0.0398346905008257,0.00100060084418035,0.0724953154679889,0.0168245556790466,0,0.0046017916340338,0,0,0,0.00258381251748086,0.0095440231134116,1.56173776376737,0.00593215434275161,0,0.000876306585297021,0.76206112464247,0.000812774122321968,0.0103912345220149,0,0.0717824023371867,0.0100246765900393,0.192153293843724,0,0.0461642367455412,0.123429520662003,0.00241692544705608,0.0615587545048926,0.0506954771633134,0.00299619812135568,0.0168048516729614,0,0,0.0135012405652435,0,0,0,0.439373041265636,0.00251126937955465,0.00163228885700396,0,0.0109246074725712,0.0137572461697423,0.00920909929275071,0.192981419979579,0.0163468599024484,0,0.0140304343803175,3.84891634114264,3.74092629252691,3.77198136077308,3.96521660404554
Gm1995,0,0.177677963686769,0.0232569760397759,0.113311590144526,0,0,0.0113957048664872,0.668909238440516,0,0.537042720305972,0.00990660167519424,0.0116106582613047,0,0,0,0.0108944991583875,0,0,0,0,0,0,0.0179604116966596,0.0016642502825659,0.267106357967322,0,0.0409777346571658,0,0.14539237750039,0,0,0,0,0,0,0.179034143467348,0,0,0.551002087341211,0,0,0,0,0.000955268483005891,0.00169537369846077,0,0.0086805217940025,0,0.0120417625392064,0,2.70106465142896,2.59464170928472,2.74144026409249,2.95133129875923,2.8132736769614,2.71136715916455,2.56188808964763,3.18953743482383,1.84743037769204,2.66166798434701,2.645756972556,3.19844336240171,3.3314954039755,2.63705990553574,0.000998236498617567,0.0227451045837786,0.0529969123330999,0.15635233165647,0.00259287180247951,0.045177604015409,0,0.0214446189974551,0.125910116552654,0,0.00333644181873444,0.00804242886516198,0.275191896282174,0.00566829140276338,0,0,0.664682087807588,0.103854492092817,0.0893380371217817,0,0.00600472332954133,0.713522615506881,0.128403310784004,0.0289730293909258,0.133482600961937,0.176925070923554,0.00411924545422283,0.859827664221474,0.472912446924448,0.069893903443963,0.0523434621058267,0.0901567902623253,0.0325167718161461,0.0278046301168108,0.394444025367448,0.300959761717655,0.0780652821995176,0.25331483071374,0.0712382010754592,0.0442538803762385,0.00298851564877139,0,0.0338164190608598,0.0152063797842914,0.00572834800467158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102599553129967,0,0,0,0,0,0,0.00413739981716869,0,0,0,0,0,0,0,0,0,2.5808596040685,2.8439939643235,2.57594131464948,2.83053497781609,2.78481979913629,2.75254366326717,2.88562890993143,3.08576028775028,2.32614254418811,2.56557039430565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44909929944481,1.96302830695172,1.60745299672958,1.50834345804603,2.14176182486267,2.205537601729,2.11801210413998,2.07284577066675,2.40965141168187,2.42023819789842,2.29977970657795,2.01993964462492,0,0,0,0,0,0,0,0,0,0,0,0.00226297968615967,0,0,0,0,0,0.709871555000744,0,0.0563022616907343,0,0,0,0.232158527405478,0,0,0.445627062739688,0,0,0.0105148830133855,0,0.00104606229361814,0,0,0.0106967111772291,0,0,0,0,0,0.0751109312732413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686199005350002,0.00119387760389586,0
Btg4,0,0,0,0.475846799974552,0.00705612026024667,0,0.210100473805746,0,0,0,0,0,0,0,0.0141596138147774,0.0203307849424836,0,3.63479235127283,0,0,0,0,0.00694607768144631,0,0,0,0,0.0194077846381532,0,0,0.0184954818072791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004532670581891,0,0.00729143883453743,0.0833801321298703,0.0207355911365412,0.400851518869609,0.0413484094670707,0.279890364381603,0.0926296596030949,0.436929015834053,0.00413449075963613,0.391392816352853,0.470600945301642,0.502953909219118,0.244039072964064,0.722468214495398,0.0217342583920749,0.00625469315261408,0.0426198444758622,0.121701891816158,0.0489748136927819,0.013768869112212,0,0,0,0,0,0.00268800277109579,0.00516284784351337,0,0,0,0,0,0,0.181851501761442,0.138510811828852,0,0,0,0,0,0,0,0,0,0.00990221809008474,0,0.0793914629146066,0,0,0,0,3.99182980458278,4.2586514616439,3.96266760367176,4.09771809721555,4.11586946633154,3.87034540605055,3.9483998475808,4.19770452039348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219233337851823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83680273779886,1.36501325224005,1.67041949451187,1.6392050174626,1.74101399966774,1.52905114902185,2.24342944171652,2.65486523845134,1.44422573393413,1.553741187149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08069616757353,3.3073735373896,4.12280425808465,4.06235341641733,2.9119573085111,3.11109704374523,2.68971209085695,2.64017247702768,3.01210081052496,2.9794299609319,3.06201691583894,3.0723197302326,0,0,0.004538350751577,0,0,0,0,0.00147819118816014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773149512967031,0.0130996780752338,2.04275113338217,0,0,0,0.00269350855291418,0,0.00231851259127597,0,0.0893129303385486,0,0,0.00117552947035091,0.0696313890938437,0.167315321187869,0.00241692544705608,0.0794886556684123,0.231121584878299,0.0014992212106559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62116896945488,3.57286636846016,3.7744061074525,3.84629482673605
