"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_1",0,524,23,0,379,0,1,0,227,1,4,96,0,792,490,5633,0,30,1423,55,1476,0,7639,19,0,0,0,1,208,3,22,755,0,0,0,1794,11,0,191,0,0,0,0,6,0,2,48,20,11362,399,3368,2904,4984,1928,4721,9350,2472,6161,9965,647,309,6,5,436,235,3302,513,900,1842,870,229,17837,712,4247,2636,1030,660,3106,3601,1719,4330,1738,398,174,4874,6067,1211,2785,5679,37,836,3695,121,1410,5937,1082,1587,2134,4611,55,967,8893,225,6723,0,1559,18107,4058,1,7299,1550,24,2743,489,17348,18,181,18,1699,165,903,2786,9146,992,70,8960,79,867,88,10,20,507,14462,7066,5674,3653,0,56,732,12261,40,52,5765,2380,15280,502,11382,241,1075,17065,10,569,6841,9504,11368,182,2683,40589,1331,2,1021,756,316,3024,2393,721,121,186,0,7362,6887,2688,102,666,70,11507,12,91,522,329,99,403,885,774,0,756,1765,1614,1047,445,10,0,0,0,59,170,10,82,576,1533,129,0,2726,128,0,2075,52,64,1307,312,0,0,639,0,139,923,14771,4404,78336,208,43464,534,2,33387,8952,1551,43881,14672,9448,477,23858,2081,111,1491,109375,0,23604,30382,27,22029,12572,2923,331,146006,11457,4577,37737,149,12424,16038,1659,7749,32128,1747,25817,20808,348,18180,14599,108,8719,9709,34240,5758,84,40854,879,82,372,14442,19,311,16988,1377,11860,830,9,847,27009,14711,86367,3287,22539,418,11933,3874,7292,9386,45285,22,9519,5589,57,4962,17343,10024,1118,6934,2744,17631,5158,1332,34043,152,7479,15099,7644,138,153,185,1035,16135,3136,12333,2608,7041,14761,487,6688,1071,35433,128,22193,67,42115,3093,1613,4068,155,442,97262,16292,196,2760,1954,9,63547,515,560,3270,6,413,1,21575,31336,7520,10,1428,3269,401,1673,68773,4,18484,462,16,11,19852,18823,2695,1428,49763,162,61299,43130,23959,3937,219,2286,70926,92487,61263,195,2050,867,3842,174,5184,905
"gene_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1079,0,0,737,0,0,332,588,0,13,5,77,0,44,0,0,0,0,0,1,0,3,0,3,1,0,0,6,0,0,0,7,3,2,3547,0,45,3,2,0,7,0,467,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,3761,0,0,0,0,0,302,0,0,40,0,0,0,0,129,0,0,3855,105,5625,440,4215,762,2958,0,0,3652,15718,250,78,1277,10240,0,8356,15,158,339,1977,32,7104,521,355,18,302,865,39,0,188,1542,163,34,0,0,10966,2,3470,142,1346,807,35,0,99,1989,1,10,316,2,2431,237,3,1093,5631,1,3214,52,0,16243,208,5126,4,337,1,212,48,397,730,48,19,26813,0,191,634,161,2843,17108,3915,9165,9561,3050,515,987,14783,20298,58279,4835,1696,16852,1168,27343,9205,1842,46169,27949,0,5258,5,82523,79987,1,4351,27543,65444,3350,26961,5069,63829,12057,2168,1655,2445,32795,54385,9743,41242,423,26100,1905,52383,15140,8742,0,17871,3,22175,547,280,13435,406,162593,175,8028,25410,4227,2401,34,74610,2332,63,4979,49223,1097,1864,7,96254,1285,7316,63103,55,120708,0,3172,2760,74,33871,10,188,11,1075,52,23912,14178,63149
"gene_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,15,7,0,0,0,0,569,0,0,0,0,0,277,0,0,0,0,0,0,0,21320,0,23,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,9,0,0,347,606,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,5,0,0,0,347,0,0,0,0,116,1,2989,15,0,6475,699,1,16,1540,4498,3295,6421,0,7797,169,456,41,0,13289,52445,1451,51425,0,6614,33212,0,445,1943,0,2,6,31,10370,496,5089,12598,16370,12,0,1,2713,0,9,79383,355,3762,14205,4,247,11,24754,359,1512,1358,2372,338,2874,16,369,0,0,51,1517,6,4766,0,6802,0,0,7513,8287,6037,8669,43,9350,2443,0,2555,34595,4071,4055,3156,70,41135,390,1060,75,1357,541,138,13943,0,98
"gene_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,1,0,9279,284,0,0,0,0,0,0,0,0,0,0,0,31,0,55,0,0,0,0,0,0,316,1,38,0,5,0,97,0,0,1,154,0,4469,2043,5441,5991,272,1019,0,6667,117,7425,9947,1597,576,53,1000,0,0,0,6240,12398,0,12,7,40,13,23,7155,250,0,0,1,329,76,127,9,0,0,325,0,982,54,7,726,0,0,604,12,1483,168,4550,444,0,242,224,1692,0,994,0,0,985,0,494,0,69,46,1229,0,47,0,78,0,1,0,1929,2,278,49,10,0,9,99252,79239,38008,42618,73234,12690,34295,894,35640,64882,23478,111987,4706,65593,33720,9493,22031,1075,4038,10459,966,30310,92,151024,23907,21001,22110,1352,88131,7181,17194,44682,7436,20136,5774,51,185696,2241,42777,4469,43662,10952,99746,47625,35762,4409,14104,15545,10011,182427,698,11291,30564,38875,13387,16176,40417,46726,17261,95977,51971,10107,1256,72501,730,75188,6977,23434,32155,476,6,2333,893,749,121,1506,17864,0,6805,23,47298,1895,3770,646,58,0,14,1063,5,97679,6641,40,1,7768,379,80,85042,21,1762,3180,240,135,4816,0,8087,1077,24,68,6214,15083,0,607,14832,2171,16280,8411,16932,326,472,5473,9568,6328,24759,21857,592,131,5175,86527,1244,389,10761,354,10994,0,26,1301,7056,399,43,28,478,2138,24347,750,180,1108,31054,0,7076,10623,74242,59,22949,148,2967,2,3023,668,4162,4046,2810,1484,106264
"gene_5",0,0,0,392,6,0,0,0,0,1,1378,53,18,87,339,47,3002,0,23,1647,10734,0,0,245,0,0,0,442,101,0,1356,0,2,363,0,40,13,0,441,799,0,8,790,79,205,22,18,0,439,14,91,12,0,0,62,0,7471,0,1909,704,0,0,0,2,0,3,5995,259,0,3079,0,1435,240,0,0,6544,0,0,715,0,2,559,0,0,9,3585,172,25,0,315,0,0,2,2766,574,62,8096,67,1717,0,1,2437,269,2317,4,27,6,87,622,159,8,662,0,31,2,6119,5,911,0,0,0,76,0,0,1820,0,690,0,45,60,0,17,10,1,121,2661,2624,0,0,0,477,175,7914,725,793,3602,2173,5,4,11808,1335,10820,7286,4977,34,10523,1176,504,11,0,496,4046,59,2098,1332,0,0,2296,407,0,0,86,990,297,1875,2,122,197,4,780,1096,3125,1,509,2,1262,661,97,211,0,331,23,491,0,8,29,124,5,402,2,3647,1120,0,3380,0,43,184,117,0,24,1,2057,0,1245,7,4417,11915,11638,719,1392,760,1529,13862,9117,1725,413,12993,6569,6097,1690,67,4152,5170,98,3907,24478,1572,17610,1323,1051,115,28120,11950,7,11045,1928,29454,11159,24,6967,311,3,71,242,2574,1592,16139,15004,693,40825,493,8,1136,0,8370,7341,240,4391,13788,15422,1342,492,9928,6328,4373,765,1094,2,1,17420,0,23456,4202,6,30044,7622,685,104237,3764,1157,7729,5490,0,8985,0,4709,5425,15476,14656,3099,301,3736,1511,1,254,1043,24953,4895,71,41963,440,6889,2050,2060,6,0,19443,2059,1243,17533,10530,21,35191,538,40,42,17,1911,17400,4,11678,21997,165,1505,9887,641,41863,32,4015,13317,446,2348,4516,4919,0,2536,44,16045,67855,1,202,0,0,1919,116,36,6813,1323,1642,13416,4907,58461,53979,3,4044,1120,14606,11653,4487,4070,12930,307,21545,54,318,0,3,127,39060
"gene_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2,0,0,1,0,3,4,0,0,0,0,0,40,8,1,0,30,3,2,0,10,1,0,2,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4692,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,1,17,0,0,0,0,0,0,675,0,0,0,9082,0,0,0,3345,0,90,5390,0,0,25,0,11462,1191,7,2701,18,0,0,2606,0,10792,0,3,69,0,0,0,0,0,0,406,11642,0,3673,239,0,2165,0,0,6798,0,0,0,0,113,72,0,0,5140,6939,0,17,0,1462,0,0,0,102,0,1067,604,4170,1,793,64,31652,8,1733,835,75,0,11,2357,0,21241,1392,0,0,0,0,0,231,0,0,0,792,0,4965,3699,0,1,50,256
"gene_7",0,0,0,0,0,47,0,66,178,0,0,0,0,0,1282,5,0,0,30,169,1,0,0,0,0,0,0,0,0,0,11,0,0,0,41,66,110,0,0,0,256,7,2,276,80,0,0,225,0,0,0,0,0,20,14,570,0,0,0,92,0,0,0,19,0,103,0,22,0,1,121,9,42,0,0,0,0,0,0,2,2,0,2,0,30,397,2,0,0,0,537,0,0,150,550,0,0,0,9,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1525,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5889,0,0,640,0,0,0,0,0,0,58,0,0,0,0,0,0,224,0,0,0,0,121,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,72,0,0,0,0,10,0,0,0,0,0,0,1,3,22,108,2737,4,0,0,0,1,406,120,0,2093,0,0,0,788,9633,1,18,0,0,0,1,0,0,115,2,0,7058,1746,768,0,0,15,0,15,976,0,1,1,2218,0,0,0,35,1,29,0,66,2286,646,121,226,0,2,0,0,38,1407,1,0,180,1,0,3162,34120,1,4,0,30242,1765,0,2470,11396,0,0,0,0,1,992,28,469,29,0,3929,2,11,1,0
"gene_8",1,1280,7,5,877,233,1896,502,445,32,1136,87,958,255,930,601,3482,22,117,5,6,1264,3449,256,1757,17,5498,197,35,4775,143,1186,1,31,871,1751,913,4237,78,2,48,0,626,434,672,1432,7,50,132,0,13191,75,10,2440,1897,3,106,23539,1054,706,14974,304,2,52,3,0,42,266,46,209,8,144,164,3139,4931,261,12,4329,1453,38,673,2688,143,0,4905,682,35,1196,9867,161,2070,7467,1459,19,796,542,96,2761,2549,161,13,1793,19892,5808,974,40,279,6307,41,2002,6597,853,1452,317,7678,476,110,485,756,6818,140,5638,6964,0,167,243,255,404,868,1812,3820,4000,11853,5956,11524,1971,6061,171,5172,827,3173,37890,214,2543,6362,363,1575,1539,8927,775,2133,34,1236,2647,4336,4831,1539,18880,1238,12305,6638,1501,21903,13476,11563,13153,10423,3499,2691,10592,2747,88,2313,1306,13243,1498,9258,13840,11300,2950,1554,430,2647,1241,6156,1534,19324,3823,1601,3418,1608,2170,189,19058,13502,5896,172,8383,1440,17168,446,47893,955,699,229,2732,17021,11531,6782,4623,9308,9932,1822,99,13156,11430,5026,13722,13485,1420,2568,4360,3700,5030,5975,1952,354,31858,2100,18912,402,4045,2793,4078,1561,2042,2710,10445,3087,2848,781,6638,8435,11540,446,30062,4534,5654,5694,1651,198,2721,11819,1829,9778,995,2127,4427,7612,3461,973,2017,276,3095,6,29877,3578,30,4865,3507,1285,2009,5827,8428,548,9456,870,25,3309,419,10065,349,2679,4989,546,18497,34176,7668,5718,2424,7065,1752,5588,32433,3826,19213,4264,31578,28235,7981,16246,11945,2566,9640,2844,21560,927,302,3206,3840,530,7466,249,34169,1440,33881,64,14172,12654,4604,54062,529,15762,9340,28368,27945,57,18868,1035,9404,707,16618,46942,3097,9273,6372,71126,7237,10704,21040,332,22134,449,3576,10935,72464,3196,3882,4984,21642,1585,630,2714,91,4990,3734,23666,65426,50,9757,2630,4890,283,25179,7934,3181,476,6960,7146,15334,23426,1634,743,22325,9796,44019,6220,11402,4383
"gene_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,32,0,0,0,0,0,0,0,53,670,0,0,0,0,0,0,5,0,0,0,0,0,0,3200,0,0,554,4,0,0,0,0,1764,0,0,0,0,0,2852,0,0,0,0,0,0,0,0,0,0,0,17,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,502,58,0,0,0,0,0,0,0,0,2,348,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,842,5,978,0,0,0,0,963,0,9,0,0,0,0,0,0,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,80,0,0,0,1,0,0,0,0,1711,0,0,0,5,611,0,1760,0,0,4,38,6,217,6966,0,0,0,1,0,290,0,0,116,0,0,1137,7,1,1703,0,102,0,797,0,593,2,0,0,13,0,0,0,0,0,0,0,2,1,0,5,0,19300,8229,39806,0,2,594,4,33687,0,1228,1136,11,4,391,0,0,360,2042,0,233,13,660,6,56,818,2876,3410,48,1248,1713,3,312,42402,0,3007,24023,266,0,745,307,345,3,3,17,104,1312,15775,84,752,29380,121,38,25,136,46025,6645,8,0,50,30,18617,0,0,9302,96,0,5473,0,5924,3431,6129,0,1978,1885,11655,3207,0,0,2560,11044,0,265,2865,50207,5,9896,1421,7999,4174,0,15,272,0,5144
"gene_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,156,114,26,15140,0,36,2468,4823,1246,2,32,0,1096,0,588,7,15544,168,20,0,0,0,0,17,0,0,1,0,33550,0,18216,11,5,4807,6,6,1378,219,0,2,26,525,2907,1830,0,58,995,4,3304,381,1085,14013,154,0,14,9937,767,1,7373,645,1523,16,409,1249,1715,180,4778,11,1,2868,4099,0,0,0,12521,479,10,21768,0,129,90,35,5,72,27848,858,14890,8792,2198,148,0,44784,1588,3326,364,57908,83732,3168,140,3664,1625,45739,24,30480,32561,4484,28519,7284,1256,2998,555,3471,7758,1010,38586,1107,68389,202,7436,9895,7634,60506,5995,3144,3162,41724,2134,2517,17753,66042,288,38109,246,6519,3701,1651,402,230,49572,3161,3456,1327,8284,43,100,333,3227,143,37949,20264,16835,47769,10745,8,267,334,24158,3751,31,81,5978,52669,24,18343,6396,4649,10127,28534,0,4718,31908,71,656,516,45,1,2135,8353,0,9,4072,81547,22237,26,3320,0,2947,0,97,8026,0,103,108871,12,5,1,997,128420,268,0,8883,2330,10024,170,6,3149,830,0,2970,18758,0,262,48,5,63462,34306,30382,1232,11759,5520,22018,1183,3109,1,5605,0,586,0,4,40878,3930,0,12175,18661,43925,22010,0,1296,15,80,2,139,16174,1169,11211,2801
