"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_1",7,0,0,322,3,119,84,0,112,168,0,57,6,0,1,0,0,1,0,339,12,4,178,70,6,1,121,14,5,56,427,2,0,1437,50,0,215,0,83,42,10,5764,1,0,0,3004,822,10479,264,101,3706,995,194,4249,1961,4343,3254,1209,19087,1821,901,794,400,1628,55,272,4750,3595,69,1940,2795,4186,115,1286,1821,737,633,1967,441,5,1529,159,101,131,255,10464,152,8133,3804,5332,65,2587,13849,615,3302,408,5450,95,2053,938,1524,3047,936,1152,34,99,4834,2778,5,25510,34,400,1276,295,1576,1744,431,278,0,2244,110,2134,7280,2294,6428,5402,68,2310,4568,3409,5833,5044,3015,2,0,30,2604,6816,5810,0,2331,9,0,66,14,5101,7821,1,103,0,5474,1,0,0,3026,1697,998,20968,329,342,253,6972,0,2178,0,1329,7,175,4490,15135,423,437,35,173,1209,1114,1,11,2851,142,5341,3850,1132,2700,19532,4753,1744,110,3716,114,2,2,2597,103,0,1,240,5,764,274,65,1186,34,744,29,0,12268,124,0,3115,4255,104,51,5160,2379,3392,16057,11984,11748,473,61147,26456,23485,648,3460,149,1027,3222,3553,28011,3074,517,41487,16775,6439,72016,51,249145,6570,5,24,36699,23067,3691,60,242,34155,133754,1261,398,51327,5897,239,619,21,1273,1190,90466,387,18,237,8383,13483,1351,158,18897,6609,44,7285,3,76256,15019,20569,2000,4148,26285,8908,607,3372,3564,1495,26797,2557,8068,25355,569,1748,107,0,21968,4915,152,118754,23,49697,75,8372,14798,25,5,555,800,3367,15495,15258,486,1980,1015,20,102548,0,7563,428,1383,3,91,2785,103812,2922,66612,176,24345,81087,39495,34598,78590,512,293,32940,197,1735,113,351,49251,35889,2681,4,2710,74222,10953,1391,2176,3398,28,117,60458,785,4060,55414,31438,621,12467,35929,4459,21175,683,36043,10206,1254,28022,9151,130,6698,366,2686,620,61851,66548,370,5309,3609,65,6152,76015,3009,24834,4654,2,14
"gene_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,33,0,183,0,9045,246,0,58,0,0,3140,0,0,36,0,181,0,11879,146,2558,0,0,49,0,2259,0,0,0,1321,0,0,0,1,0,0,30933,119,2,0,0,0,0,0,761,0,0,0,0,0,0,574,0,25,0,0,0,0,0,0,0,0,0,93,85,0,17,40,0,0,0,0,9,0,0,0,0,469,0,0,200,0,72,3,292,0,485,60,374,43207,493,10698,7,12350,1349,158,81,407,30387,10617,268,0,623,756,100,0,559,1890,148,12184,2543,92,20657,22259,41,3923,672,31620,1,3064,147,0,23297,21283,1589,792,0,106399,11,79,0,337,379,28,1747,0,27482,6,12011,737,3671,93,70534,9534,655,3476,670,107,103,2561,3427,1144,1011,1158,44,9498,358,9,1362,306,2408,40188,1,0,206673,2706,60946,1220,69880,32402,25091,172306,179,1760,14,35485,61030,21521,443,25986,16100,0,5,12775,61666,26649,2310,5448,10913,5,42,26188,14304,356,59,17156,2386,2095,21395,9,6303,1635,5716,38995,653,43285,74019,127730,1173,88027,71478,717,5011,16148,3106,22006,39,25803,536,65938,3060,8318,631,0,36691,2794,92,1734,103862,21,67229,15778,1206,27,1817,5543,10534,0,3528,18858,465,137180,0,3829,66689,3378,6950,2786,2086
"gene_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,167,0,115,0,0,0,0,0,0,0,4089,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0,0,0,0,0,6,0,0,244,0,0,20,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,1,224,6596,0,0,73991,1630,91,0,7521,3307,872,5,0,178,0,22,1306,0,3052,2,35,7023,293,118,0,1,0,0,2544,6134,0,954,340,1368,321,174,1814,6620,23834,3799,129464,0,50,0,181,143,25033,1840,642,0,403,901,63,9,37151,13,88,0,0,57019,47054,474,4156,24946,0,373,112,40984,45,1413,3801,1,14790,5659,2536,0,4,8496,21,3116,3108,920,552,0,2209,103,29,0,0,362,0,0,0,174
"gene_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,1,12,0,0,3967,0,0,0,0,0,2202,0,0,0,10,0,2,0,0,0,0,0,0,0,1274,0,238,0,0,0,0,0,20,0,383,63,0,480,4131,759,50,0,426,14242,4555,41,0,0,0,0,88,0,0,0,1,8,2301,1,95,0,14,8721,22231,8,48560,0,0,9096,0,0,0,0,5297,0,3,2,0,2771,0,1,122,34,337,0,3,16,0,30,0,0,15,0,18,4,67,0,0,0,1506,0,107,2,0,0,0,22,12,0,1,0,315,0,763,34,1059,118711,8131,9625,5901,10031,3570,33535,46894,19461,9309,3914,22265,27594,1773,18252,53865,9555,10153,74275,11411,6847,14246,24308,39344,3958,5564,54887,7571,49179,21120,9751,96550,10685,28581,51165,41683,125986,8764,35589,3276,4913,48476,13061,23901,27011,1080,1259,4304,68278,1057,58073,434,15429,24608,22383,21794,3993,7586,17552,3536,147662,17114,782,46989,16398,15968,524,15883,9579,62850,4605,203,10,327,9643,2062,11906,0,33552,70,200,14,9530,11983,2,455,4175,4075,1965,2279,3490,47498,3537,332,38886,0,3,17351,544,8080,5745,20521,12489,48148,3866,540,17569,18142,2898,3156,12,9464,10532,122529,189,1071,2466,2326,1180,1943,5129,5235,19951,13786,1853,5,359,19994,3981,8759,8873,1338,0,113460,18577,4267,3673,0,17,127,85554,568,8,469,1080,1193,82482,1,4346,0,618,95,27430,1,2488,16587,95,1612,311,0,215,17440,3453
"gene_5",0,6,0,62,0,149,4,0,0,1748,49,135,0,1,0,6,27,0,4,0,0,226,165,0,0,0,432,2,594,90,0,12,0,2,3687,10,0,0,0,6,19,668,231,0,279,0,0,17,0,0,0,0,1,0,276,0,48,0,0,113,0,0,5,0,3,86,0,0,0,0,1552,9017,0,0,19,2169,27,0,0,642,257,0,302,612,27,0,766,0,1316,0,7,0,0,17,7,0,249,0,750,0,2311,15,0,0,4,339,14,0,0,0,0,152,0,4831,234,9,226,145,8,0,19,2109,0,790,35,2,215,4633,0,10003,2635,125,14030,8112,0,346,206,475,0,2870,2,263,6917,923,363,0,116,10,1941,622,23,1339,7337,45,1,20,47,821,754,0,0,802,113,6432,318,70,3516,2561,2,15,202,2631,1133,0,24144,0,47,0,0,0,161,2272,0,2,2,0,2676,7,163,1009,121,590,2475,72,21,92,71,0,5,21,1,6977,2048,5,10,10441,1306,115,0,469,98,1217,2208,8,4,728,0,33482,5087,275,10678,27751,9739,6227,394,522,21771,5051,1853,23,321,11305,33701,159,284,265,2739,8290,8825,28407,11955,10,103,767,20833,12706,2322,514,1584,48,308,2174,0,4117,16983,2741,473,4219,47781,11,5774,4649,13003,2576,8184,1443,3212,3604,363,512,759,19220,2277,29711,488,31,1527,2460,3143,615,2947,5200,38377,3548,1674,14932,55376,8036,647,11834,37,16,51176,213,339,45887,17360,29,23748,49084,9,6848,6943,10153,26771,13010,4,3688,9,25,39,10118,11906,4544,16504,3758,960,44160,104302,21670,13563,1266,927,2165,6500,10862,250,6556,15528,26256,13876,14034,593,427,8902,941,3,8877,87644,21669,46943,11556,22306,178,12737,16449,2,122430,3658,55172,27,1067,52,1951,57726,1120,33050,2217,11867,90,34,552,4878,1712,16284,41425,8748,17184,7975,93,4412,277,198,2608,1,195,26213,11748,18190
"gene_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,733,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,2,0,0,0,8,6,33,0,0,35,12,2,27,0,0,2,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,942,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,268,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,200,502,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,33,0,0,54,0,57,0,11804,2,0,521,0,609,0,0,0,10,299,1,0,0,0,0,0,4403,0,0,0,77,0,2623,0,4,0,0,35,227,0,398,0,7957,1,0,390,0,0,0,0,2967,1,0,1,2,0,9,0,0,0,59,0,0,0,0,0,215,4391,0,0,26,0,103,0,2989,0,0,545,1067,223,541,200,18043,1,0,1082,135,0,6964
"gene_7",28,122,0,2,0,321,0,3,0,0,0,0,0,0,0,2,158,40,336,0,0,41,281,71,0,134,0,0,0,7,1,39,0,19,0,0,0,0,0,13,0,2050,0,360,147,0,0,0,0,441,0,0,0,0,0,194,0,0,833,0,64,20,0,0,0,244,0,141,1194,44,3,0,53,0,132,0,66,0,64,1,18,22,427,1,0,0,73,0,26,0,0,0,161,102,92,5,294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,9,17,0,0,20,0,113,0,1237,0,1356,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,184,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,138,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,6,2321,353,6049,4209,3224,0,3926,0,8,876,0,0,17917,993,0,1368,0,2,166,0,0,0,994,0,0,1,108,43127,0,1319,5650,0,0,8405,6711,15108,10,0,0,385,7889,0,5397,0,0,0,0,12,66,0,91,0,0,0,1613,0,0,0,0,2,4,431,0,10,28,0,0,5,0,127,0,0,0,1,0,0,5,0,2137,2874,132,623,3661,15,0,0,764,1232,0,0,0
"gene_8",468,434,12,39,10,132,3,21,414,1,142,1110,1685,312,1223,578,108,2767,147,205,163,2771,6865,0,1003,2380,0,1640,3,271,2074,374,141,2172,78,2998,201,1131,292,1215,19,57,3849,6131,660,2,37,279,728,3748,6674,442,2306,681,20474,10685,14773,369,556,163,4129,517,167,91,0,2221,356,1,0,53,649,3885,41,10173,2,2429,110,4,23018,36,785,2827,4249,278,3736,3,141,2526,1536,388,24,3688,6,5312,307,669,630,4523,2684,151,180,7832,5,1332,176,1867,10036,905,1284,70,4581,63,20,3006,85,40894,367,38262,2285,2225,10567,300,1165,17845,10892,9164,1302,1626,1619,1622,10410,3887,3431,6832,865,781,27534,1809,5146,289,227,82,11667,1805,11943,340,24658,4518,3665,3252,10378,7015,6588,1612,2712,14829,195,19459,4547,939,11789,22940,7410,12908,7137,9643,6244,3588,1166,230,4399,3544,111,25765,6538,6379,5097,92,2210,1952,10188,81,2508,8417,3074,1969,28747,1013,1577,2749,835,3418,1580,2214,2995,7267,1052,1954,459,27570,7505,10731,431,24706,13227,176,8147,27017,184,2211,1913,24432,2236,5621,3957,7800,2315,3975,4950,942,4304,308,3568,1228,1530,897,1976,8224,38,10056,1475,5659,8351,1330,22298,2746,16365,1741,111,4881,5844,29002,2947,584,8798,1826,18601,7840,3208,3331,42,2808,2300,239,86,20543,41,12651,16266,4558,54,417,4082,706,56,9234,1019,1207,14053,8082,15237,3324,10245,7219,1161,316,15953,1019,3066,2631,5554,22981,460,267,12,4509,43919,15705,1957,16679,6433,10867,173,0,24072,496,1245,11051,17742,17288,38532,147,20011,11642,926,7669,421,70751,16095,2691,163045,2589,955,1532,1400,30704,1264,84261,48952,29729,692,185,18173,11060,307,13344,1265,38636,41319,27749,1404,18816,12338,6906,1319,2052,5205,222,9347,11705,12533,5729,12619,32724,231,3324,5950,1264,47678,28030,1435,3438,6490,665,50765,3846,36064,2304,9301,2319,3757,6089,105792,3321,134,19263,13145,10802,39759,17588,8587,18881,6658,1907,14192,59,2717,1875,5859
"gene_9",0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,104,63,0,0,0,5128,0,0,0,0,1822,0,0,0,5235,0,0,0,0,0,0,0,28,9,0,0,276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,0,0,0,0,0,0,141,0,0,0,10,0,0,0,0,0,0,0,0,46,0,134,0,0,0,0,0,0,0,0,0,212,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,3,0,2321,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2793,1,0,0,0,0,0,0,0,0,0,0,0,951,1,0,0,0,0,0,1,1134,27,0,0,0,0,0,0,3,0,5166,0,4943,17,0,0,0,0,0,0,181,0,0,0,0,1794,2,0,0,0,0,0,8,0,1,0,0,0,0,0,4854,0,471,0,0,40,0,0,0,1789,0,58,462,0,883,0,1,0,0,0,1147,0,0,3,0,0,0,96,353,0,8348,0,0,0,3735,2078,0,2454,0,0,25,0,923,973,0,6,0,0,0,0,1,0,0,0,0,0,2052,397,1246,131,0,0,0,0,8,0,152,901,0,52,13,473,459,2863,0,4,34,24863,0,3940,64,1562,0,374,8,0,0,8774,4166,439,2286,0,63,15256,187,10,86,0,0,9,0,81,320,0,869,7192,21,0,1331,203,74,0,1121,272,0,2,32,23,3501,312,0,11609,29541,282,121,1139,693,6505,953,12,34,1162,3,1,4,2652,15371,1386,531,93,0,11,302,11644,475,280,20,0,5711,1223,120,247,0,161,2745,1402,12135,5,711,8,38884,1081,3794,86,0
"gene_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1264,1,525,381,303,5311,740,4,32,27578,73,0,0,8083,137,0,1,1840,0,20,5,34,1,40,358,2405,6,228,6604,392,0,4102,0,50480,151,0,12,0,796,57,21,729,3787,6,76,1024,218,205,4352,41,0,0,5432,2485,0,4056,25,9,130,1527,0,1940,546,4,1,16,0,736,3391,7,27,847,1961,0,2101,0,7757,0,0,547,22101,2082,1935,6,6482,9611,23455,1702,114,557,7813,31091,5366,48499,12930,151,24088,5003,370,976,48469,2466,25888,18585,2720,41286,38,4724,6329,3437,534,225158,14147,4932,830,8,138,8761,6631,15907,6773,57,20819,6698,14,1374,22134,71,5,3548,22971,50,20,19818,5936,24302,11768,651,32793,1985,11,339,22450,7,2,665,29360,29191,513,17018,384,126,10567,189,1,1,290,142,1172,2089,370,10285,2,155,1,54987,0,275,134,2613,976,3324,3036,30564,1298,9918,30586,0,2143,30,1166,28286,19536,1,2399,2,1123,0,164,599,14466,1213,518,1092,112,63854,3,0,3,5664,46,30019,2022,2139,12888,719,0,375,0,210,1460,346,9051,340,89,0,3260,13874,0,824,3826,400,1082,3,743,46738,14,0,0,10605,0,13,11568,3984,75,521,3286,1756,117,2990,3598,8,13792,5061,3,198,4
