"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_1",0,13,15,0,16,16,1340,0,36,0,20,1,0,0,0,2,0,1281,27,39,1,42,214,0,688,1749,0,0,0,3194,1,0,0,2094,326,2,0,1507,156,0,0,0,34,0,79,703,637,13,3115,1382,15920,7581,13400,85,182,315,344,1208,24045,19,1278,208,3714,8384,27,2222,5552,4007,36573,6640,2141,2847,291,468,976,1612,172,21584,8063,254,440,61,6342,1,4691,1171,1701,1591,1437,215,6775,2550,1481,220,1041,347,5104,387,2005,16129,7685,1881,38,2529,103,27001,4962,131,5536,515,8181,6255,4160,24361,1687,906,559,2766,1029,52,1650,163,4177,0,119,7427,292,7904,3695,23,699,6,4120,1326,383,3497,4676,258,857,975,0,104,3032,0,93,330,2557,0,4011,523,42,269,1,1,1841,31,4266,71,0,11899,89,330,62,6883,1568,2060,3,435,7150,24048,447,488,0,4718,934,4,487,517,3387,154,10,0,12,0,0,218,627,173,5,186,976,32,0,10985,18248,0,752,251,1,1627,1339,21,4470,0,4,11731,2992,817,62,0,214,704,323,5278,255,5106,109305,19306,9720,1233,28,23228,782,0,20866,1,0,31500,738,11891,602,978,40,17776,3695,3994,3409,35321,60134,613,806,518,63635,13781,228,19,22850,926,18043,7,105737,21226,69331,113,1996,13544,3291,5407,2511,12368,183,28,15370,676,16408,8,23513,1632,5831,192702,2251,929,1129,38035,13654,7224,19719,2066,1508,204,98,3013,112682,0,388,1390,3,38521,21090,780,32448,237,19966,903,2287,7473,3445,101768,322,53683,698,2570,2055,0,3713,695,442,20761,1376,150,3330,7933,31016,4343,14220,1,5,9776,16730,14,2571,22478,2627,8014,6742,14498,4,34367,19282,23027,22610,6132,42574,65,2,714,172,40948,3,5,58,0,0,19890,8771,110451,109,267,5540,1,5,92630,28079,48380,8309,42485,208,1845,161,66518,5927,557,3048,560,18773,25190,0,568,6127,422,8043,13002,32370,41228,60,5,6366,0,6709
"gene_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896,0,0,0,108,0,0,0,0,21252,0,0,913,0,0,649,4660,0,4227,0,0,0,267,1,0,0,1982,0,1446,1,0,0,0,0,1321,1201,0,0,195,651,0,0,93,77,0,0,0,0,14,2,0,0,0,132,0,0,0,0,0,30,0,0,1,0,0,75,0,0,0,0,331,1100,0,0,0,0,14,6,3,0,34,0,678,35,9957,0,3,2976,2475,853,330,69,100,4499,36,1,1982,1218,18527,62193,14259,12383,38594,11187,256,3,27162,289,16,35282,7,13040,15425,0,7679,1326,10,38911,6650,9737,2,2227,1379,3377,833,976,349,20,81,4205,12664,315,6,8,2218,549,2694,14600,62,289,23061,97,2358,2968,9,14,3,49,1867,134,20203,517,1527,4011,1579,1262,8202,16314,28158,43179,67386,6,7669,14450,5,138355,3151,20071,44852,43660,4145,4,1,2766,1648,1200,5776,146,165,4228,6575,28157,89336,6349,1943,5,2739,52859,123,6,12724,12568,108722,8,17400,52602,4635,122322,6987,59013,5604,40507,158,5644,10829,4791,4416,9596,395,20724,0,11512,23702,18127,64612,1024,12002,27,59923,40,315,67973,4236,112,107,3607,3090,172,5297,278,49821,0,30448,2611,24010,41135,1903,859,37,42,12351,19038,602,29381,0,64728
"gene_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,5,0,0,0,11,2700,1129,0,0,0,0,86,0,0,15,246,0,0,706,41,0,0,0,0,0,0,0,0,138,0,261,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,38,188,0,0,0,0,0,3244,0,138,0,0,0,0,0,0,4,2505,1006,48,0,0,0,588,27,1,19142,44380,0,547,0,0,4,503,0,48061,8718,453,1242,22936,2,4392,1738,6,2803,9604,80,57,2,397,14,0,831,58725,2296,21154,3312,0,12996,4682,280,4374,0,2040,0,3,13916,14348,134,638,1561,2095,6326,45,7332,20271,5386,0,10416,490,6565,3813,0,34572,0,3459,382,12,8,12056,14706,111,4207,1867,0,52,363,28,0,4047,0,4046,626,1512,18811,20824,0,0,0,11
"gene_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,2,0,0,0,0,0,2,151,0,135,83,0,0,0,0,0,0,0,0,0,0,0,0,218,0,4295,263,84,0,4,0,0,559,927,0,236,0,740,2608,217,0,0,0,0,0,0,1940,41,0,127,0,149,0,2177,55,16,0,0,0,0,3,108,15,214,0,2615,334,0,26,0,10,0,0,570,289,8,0,1460,21,272,296,0,0,40,283,972,16,0,0,0,26,0,5,0,0,0,1,0,0,188,218,2,0,0,2083,0,12,958,0,7239,14021,644,45427,70889,2956,16,21482,30070,11479,11637,40008,29500,21212,13495,57923,87613,25635,16778,1850,19805,10982,14463,3608,10118,2464,4414,116022,47572,77815,51803,16975,4589,98737,59460,5371,30390,4452,17020,30082,39319,13087,45899,27413,30742,6714,28332,4234,366,6196,4566,30867,5588,9411,37755,40606,82475,9438,37526,1868,5486,5062,6535,34201,17086,82259,49196,3066,215204,3718,3291,20269,178,5901,17293,13565,2102,12190,0,21915,23402,28691,26,4394,5,1233,344,16456,3013,440,540,8,14180,150,223,5313,1335,1871,857,3441,903,4554,12,389,153,49624,428,615,3491,10987,1692,59837,0,2,13350,5260,329,345,71,63368,41,2315,12362,4836,6855,4437,1369,26257,12372,537,28010,4,15692,100,3,830,8413,3865,5,10927,9461,6234,908,2361,6,7017,8560,618,4082,1802,1606,549,372,7399,8295,1637,5162,1120,795,2093,1022,0,4283
"gene_5",0,31,0,0,697,80,163,100,0,0,325,11,14,3,8422,0,111,0,55,194,15,1516,0,0,4,0,0,52,62,0,262,101,0,0,0,0,855,3364,0,1,0,866,0,0,329,0,11,0,0,0,0,220,0,0,3264,0,0,0,0,270,0,0,186,371,634,1,1,0,2,4412,0,139,1007,25518,0,983,0,0,1023,0,256,13,990,0,889,2071,64,1,4,0,1,165,0,0,0,220,2,175,645,311,4,3903,3097,13,15,0,0,225,3681,7027,0,2719,89,51,6400,187,1227,84,164,1,1134,582,0,506,5275,32,0,71,567,14,0,928,1,9,2,826,79,13,4572,22737,483,29,1,10832,170,35,4322,7,4183,179,0,675,5694,138,377,2815,606,0,351,376,277,5,20,97,4742,200,6,240,10,4,4,58,94,6643,7093,6,0,1,280,0,2,7,0,2483,27,0,30,11,270,1,482,7367,7785,0,0,3,0,2,1574,0,39,0,2376,0,0,1,6,0,954,1,2,0,10,493,5,3526,4513,4985,14465,5274,3600,2226,1,3618,10916,2263,2046,314,1104,858,50533,15080,3632,183,10171,24806,11031,5378,58390,5651,1298,10045,12459,1703,106,3136,412,12133,83,9978,1754,265,2170,638,376,5662,22,124,3927,0,18060,18826,1015,4445,7040,7870,35,1159,2565,15246,156760,3902,32988,9833,3533,8769,539,4028,1173,606,803,22764,4429,3680,10614,48920,24818,0,2494,181,8645,386,2786,607,67109,14999,32038,7040,630,219,17241,7141,17624,14324,6,13455,160,283,1723,22,32,21,28762,2316,63,11237,28015,23623,7558,3356,128,50474,55312,10826,1148,4962,1,2183,7782,5,250,2008,73,31805,184,34,24149,1,17806,4591,27384,6800,10,260,3887,4037,445,16,2,415,5,5953,53,110,507,214,4250,577,7277,13966,17158,20984,92,2293,1010,68,385,221,19557,5257,117946,4297,472,3470,8021,7134,3807,153,6751
"gene_6",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,1,0,0,1,6,3,42,0,0,3,8,7,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1187,0,126,102,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,7,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,41,0,0,3726,1,1,0,74,0,1601,0,10,2093,0,0,0,13671,0,32788,0,0,0,0,2919,121,0,0,0,142,10,0,27,7159,1,0,756,1975,4,0,0,0,0,46,642,8787,0,0,0,0,0,4081,0,0,0,0,1964,69,2602,6608,3885,0,90,35336,0,0,248,0,0,0,0,0,2,0,1334,1021,1,0,6213,2,850,0,0,11044,0,58,156,0,347,0,0,0,6
"gene_7",0,24,0,237,0,0,0,0,0,0,0,0,0,0,0,71,90,12,0,0,19,2,0,0,0,15,4,0,0,0,0,0,56,63,154,1,4,91,379,0,295,0,0,15,0,0,0,0,7,18,0,0,447,0,1,0,0,0,33,0,26,0,0,0,0,0,8,2092,0,11,2725,0,0,220,11,0,116,1,0,0,0,2216,0,6,0,0,21,77,0,0,14,107,2,0,0,2,0,3297,463,0,554,0,0,0,8,0,0,587,0,0,0,35,6,0,0,0,0,0,1,111,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8156,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,109,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,2063,0,0,209,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,25,0,758,0,0,0,0,0,121,0,0,138,0,1254,4,0,20,7,0,0,1,0,0,15,0,18977,0,562,2359,52,3,1078,0,3868,21,0,0,0,2197,0,0,0,23097,204,0,1,2218,0,3,0,0,0,0,1279,0,0,4904,62,0,4757,3,1432,0,0,5179,0,4552,0,0,0,6274,1,0,4965,1,5356,0,16,0,1297,0,1213,0,0,16,102,235,1,745,0,2,6,0,0,1763,6,26356,2,7,1,0,0,5271,10093,943,0,0
"gene_8",37,111,169,394,3437,532,7000,16,2610,1193,548,1,3722,4223,2474,318,882,401,192,220,209,93,4424,10024,1285,476,3,119,936,1802,1019,159,2781,26,7,1243,2913,1830,30,24,961,1551,0,63,2891,1065,22,1405,37,32,9046,371,2043,10190,1376,4008,4660,2420,548,885,977,433,4333,2266,155,5176,37,2344,658,0,251,7621,585,296,117,659,769,1263,3507,3,1647,326,0,100,29472,6249,0,3033,2657,416,4772,1499,2794,11,4090,1169,7312,6203,54,3865,4172,480,6850,7095,641,0,2,2767,4288,2547,57,4306,235,1686,1206,137,0,17231,589,0,213,1282,8853,961,12773,7209,4278,4640,4406,3573,1012,8965,8447,10600,651,79,12874,7250,2615,898,2027,9131,7118,1571,34789,13303,227,368,16502,1090,1147,638,8515,4793,28082,3141,16370,25039,5669,294,2796,7101,18252,2581,3395,1279,4319,3438,1906,10474,1133,510,10377,51,2857,12381,7035,13918,4095,3124,595,7405,1223,1195,7447,6251,4922,414,456,1405,2354,718,1489,1050,3518,8052,821,7306,1080,6177,4065,8154,24383,10342,6476,30979,888,14113,352,312,20866,9890,5226,3741,432,12926,2071,1568,2244,7327,15,2250,7269,11050,2897,9033,625,1982,2069,3352,5716,496,3111,2851,8817,23804,6025,19009,1754,13103,1918,7034,2844,5310,3467,1547,2405,5302,7968,12066,4262,6648,9751,10,895,451,3959,19515,996,3822,1104,2889,1226,2576,2370,12104,370,4033,1598,2544,1565,16512,1600,24333,6813,591,26585,18,1057,16,1677,24251,2536,5652,15378,308,304,19363,563,2686,14283,30273,16,2559,5801,337,19136,5569,27180,17991,18354,3445,11384,38111,7601,17797,8678,4197,17744,13761,11930,2053,500,7086,4834,1457,3749,61091,5855,52861,6581,1390,2433,951,37903,69924,86,3726,8866,2398,9114,45519,51111,67839,5763,1166,2833,21976,36802,4463,48058,7202,4039,197,34884,1498,8139,25967,8656,6950,8275,1130,27675,7814,7324,27219,3579,12055,57,21005,6162,399,7595,651,209,1003,7699,10707,2266,880,3802,10407,4642,6758,13946,1070,4017,1348,26647
"gene_9",311,0,3,192,0,0,0,0,0,0,1552,0,0,0,0,0,488,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,509,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,81,373,614,0,0,0,36,0,36,435,545,0,2,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,44,0,0,0,0,13,0,0,0,0,0,0,0,0,6079,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256,0,0,0,5,1,0,0,0,0,4925,0,0,0,122,5,0,0,5,4,0,0,0,6,268,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,0,0,0,412,1924,0,131,0,1,0,0,0,0,0,2369,0,4767,57,707,0,12,0,0,222,0,0,88,122,0,1,0,0,0,0,0,1,236,0,0,226,0,0,46,1,0,0,0,0,290,0,0,0,0,198,0,18,618,61,0,0,0,0,0,25,8,0,0,1,1,0,639,14,0,22547,314,17,24409,1474,7,0,1340,4578,0,7392,23,138,4,5550,4509,9147,0,1198,32,16428,13235,5,1215,28609,0,385,519,9242,214,3825,19,56,8,5468,8654,184,33,12606,38,294,5940,0,15594,98,2579,508,66,2607,2,317,19,0,18,12045,108,11,90838,0,2735,4,303,0,80,0,6211,450,4513,15082,0,18,242,0,118,558,3631,3029,7495,0,58,6,9511,79273,222,3678,0,41,86,192,3638,1486,11436,6
"gene_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,1943,37,0,0,0,580,142,97,248,1,1,308,2303,3,0,507,2043,1846,65,5,154,2,91,11,6864,19,0,0,250,118,5098,0,20525,0,14,1668,1648,0,0,319,268,0,0,8761,11,25,7472,10,0,124,36,3825,556,2160,0,4,28199,600,124,0,16662,2835,210,729,18,0,28,3301,0,102,15788,0,3093,397,0,1883,0,16,2,0,1036,1083,11456,1941,254469,964,1275,3777,10837,4002,892,18796,32,30713,5927,859,2393,8808,4081,3445,1843,60,40839,1023,10981,45,1129,5328,27250,7,3705,1688,6453,506,17511,717,487,3546,1665,19917,173,549,539,35029,707,48122,93454,17523,24914,810,11231,751,12360,523,7309,12883,36936,176,1526,22747,63643,51472,6023,50450,1787,130,27712,14531,449,1189,230,10231,96,38,2,0,0,3699,18754,17011,8265,5,10627,39649,1,38060,1310,3652,62670,0,86340,40348,85,28,48,0,98,5,36080,2097,29,1607,100204,17982,9050,11554,59099,0,79,127,421,3699,3350,26,1,20449,8027,36,0,1632,318,17,0,3036,6375,210,169,0,7535,3170,51,98,3528,30760,105689,64498,2,205,8635,23,0,0,1598,5,8,59,7454,1659,5005,16,6969,47,227,6,0,68972,21,18098,13,129,3667,4,602,262,16345,9847
