"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_1",0,1,53,14,0,28,22,457,3,0,0,8,0,0,213,10,0,110,0,0,4,14,197,2463,628,2,1038,0,0,6831,290,2,4,7,39,57,239,1,4,5541,0,1,106,0,0,0,2,45,10307,1247,4058,304,2654,3523,279,1408,2447,455,267,1388,5956,693,859,1705,56,1946,1143,36,6534,1694,719,2722,1055,94,621,351,3036,1295,102,854,23,473,864,62,570,1829,103,1646,297,1775,9924,325,149,97,640,4192,8738,477,241,5284,320,224,4359,343,192,1,36,456,157,13562,3423,511,322,15,9186,1552,1617,15,1553,610,446,392,5264,24038,5423,3866,686,804,2707,352,823,94,1256,2929,1138,3467,4247,374,3495,8590,0,181,1104,1630,0,16,5486,494,272,0,7,38,2345,46,11,1,1321,3474,0,3533,1952,81,7536,1,858,1858,436,88,338,1723,9,1446,1586,0,900,22,576,6410,2274,14598,13,45,1581,104,174,2670,218,111,8744,340,0,284,1825,5607,3045,69,57,868,0,37,15,11471,3,131,576,123,77,6781,8223,14,3242,3378,1497,2250,429,1637,332,172899,8497,0,1313,2562,2,36504,16742,16829,358,9836,6201,98740,4636,16368,76789,23391,4790,79235,83,0,6277,4620,100,11651,18,68770,17828,12939,4183,77904,39164,12432,51006,101,31535,5748,91,7219,496,55274,121368,105,2422,48205,8253,3750,0,39061,18325,52633,7653,6541,13189,53020,2133,39204,72103,5430,11874,39,3371,11035,18460,231,18,4777,9006,97325,82,93,4018,17457,78086,3218,25354,1,28420,3,0,4466,62,2943,22,4446,43,120,28209,104943,566,57617,1465,1789,122102,4731,19873,21656,9040,44260,407,34637,35930,346,15408,11700,49,27204,14386,36,7720,11691,27,0,81897,35631,47158,90,1105,6,3033,110,267,25,27,14696,629,15046,2573,17013,1159,3159,142,10542,33,17175,255,5416,16399,4599,14358,742,553,18682,28,225,234,5013,1951,26889,0,2,89,26806,13136,7619,19255,769,21,395,306,4,106
"gene_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,7,0,95,0,1,337,0,0,1828,0,0,762,835,68,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,506,35,1,1897,147,139,1565,0,2,0,6,0,0,0,0,0,0,1,1,3874,0,0,0,0,0,0,6,0,0,4,0,38,0,21,0,37,0,613,9,0,0,0,3594,0,1739,0,1,11781,13,32839,1,1640,63,8898,2423,2500,19,80,474,128,4,38712,15,513,11850,22,151,1787,419,8,29061,15768,3753,5057,5714,4535,327,4810,278,19263,1361,2910,18636,2737,33,5,563,1806,325,6133,0,0,146,1788,41457,0,1,35,2577,22018,401,7599,15183,38191,0,19881,4097,3983,5780,6588,18537,1779,6,19856,7,1774,7514,1155,366,350,20359,44784,13866,11321,12,369,5184,197,10,2,23057,6267,1261,12404,63,13539,9,1,17565,134790,0,109,9262,41951,9288,0,21799,21267,8513,18190,6644,4653,0,3439,23569,10515,3838,36973,832,2218,11469,6354,43133,8329,1113,45,1117,36799,18001,0,482,0,188,16865,9724,78330,3,11797,30,18464,0,11465,15748,40553,21569,7098,4132,1413,0,73896,98,7153,463,2147,54216,219,4213,215,7619,85703,157926,20943,13,12439,49384,9905,37006,35270
"gene_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10108,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,70,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,0,0,0,0,0,0,0,0,0,215,0,5177,0,0,0,4,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,21,128,0,0,1024,1460,26,0,0,0,0,0,0,0,0,2638,34072,0,4,72,2094,37,761,46,502,4302,109,0,4,0,482,46841,0,0,2,7688,0,0,2482,6,0,999,9,6995,0,152,117,89,1793,278,12924,0,4881,7,6318,0,2097,112,0,4715,895,48981,21080,2,6793,181,4664,178,15,0,40594,0,4678,6238,161,3420,0,6,4603,11575,119,24,8181,298,0,430,9065,0,3,5154,106,1655,1,1061,45,81,1336,167,0,13303,0,18644,0,250,685,141,21714,756,23,1
"gene_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,273,0,0,0,1,1018,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,3,91,0,241,0,0,4710,4961,18,0,1910,1,0,788,7,176,278,3,2610,1203,5708,0,2701,0,3759,0,66,0,96,195,384,124,20,7465,0,105,0,8176,0,7,0,0,191,0,1,1028,898,0,0,3503,143,172,14,0,398,0,0,5,220,15,293,539,11073,0,0,0,93,0,49,64,70,26,4,9,0,1782,4,45,1,0,0,0,0,0,1162,0,71198,28193,67502,10502,30234,14883,648,48587,47212,6471,46091,6355,61967,99726,7517,6236,6926,54602,39001,48102,59869,2557,17319,8379,17621,115392,2061,19408,9477,2494,7330,175659,8659,46070,21400,27142,147405,39987,21865,2255,57825,56759,86745,25773,16565,23178,30401,37308,33434,8467,8586,34640,23287,92884,11598,2110,1505,10997,36060,33813,4617,16728,8066,671,1143,12065,58746,9755,13654,62446,25,2228,27,1551,26995,4463,1623,20248,483,235,10735,796,16174,58456,0,1020,2712,5405,535,20214,1357,751,2004,20423,1924,2625,15054,7789,1494,206,132,126,0,3650,7871,1656,35270,1429,37,9,2196,8,1565,91646,16022,13731,6691,22,427,31058,261,226,14144,460,4579,59,1153,6593,356,29592,2691,291,1760,697,1424,5096,63,0,3177,378,5302,40819,67932,2240,5750,18,16488,188,4353,34,128,113,18,0,0,2709,131,54315,382,173,3485,2,4273
"gene_5",957,0,4,50,5,897,0,220,0,0,0,28,1743,190,0,0,1,0,2,110,835,0,0,0,17,3154,1,55,0,78,0,0,3,59,743,0,0,0,0,18,0,3980,0,0,2,73,46,90,0,0,0,0,6,438,1353,0,282,0,0,0,0,10,0,0,0,716,4,0,0,5,0,2862,22,0,1869,0,1,0,0,0,0,0,0,1013,0,1884,27,45,0,4,0,0,3475,18,0,2273,0,32,3067,505,33,3045,589,0,178,983,2,0,0,0,2404,0,941,0,62,1432,11,0,0,1548,403,4069,0,65,5173,6019,7,0,237,0,0,120,24,6,571,349,16,10701,11,2708,0,24,181,514,0,2868,2,1977,5637,1,34,8,5112,15,0,1144,2,23965,24,5,47,1,0,144,704,192,0,324,483,4491,72,231,3121,45,29,5,492,6,4,31,6,570,764,229,1719,117,11941,4883,672,329,0,0,63,7461,4621,37,124,3,0,124,27,0,4,148,0,126,1767,29,14,34,2564,132,69,15,672,626,2493,15297,7388,1454,18540,142,207,118,10779,483,8466,3964,2684,8295,19740,1194,35488,326,1,7734,3,132,65,6203,3760,17453,767,378,18357,4513,1,34255,28379,5740,57887,5116,79019,3331,5497,5638,974,8796,13932,1076,20397,641,1140,3253,52169,36490,881,1845,1587,73442,86238,5632,22320,5546,14497,34,22993,863,10797,200,1982,615,661,11484,1643,2316,9713,124,330,67,15,132,37876,2099,60,1643,4370,22,4476,72576,5671,0,284,14059,20,4884,12704,15978,330,832,86030,24,1773,9551,5754,34174,11732,213017,2817,2325,19953,0,16282,256,3857,279,7613,595,52685,15205,0,24406,11873,57467,30,12751,42128,19,332,6062,2535,1209,17221,3528,1517,3059,7,20545,24687,40685,925,26769,51780,7684,94820,1020,143,22553,1647,0,27,868,978,40053,41648,5,695,158447,27372,9806,43615,1174,219,863,401,21,103,0,40814
"gene_6",0,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,5,0,1,0,0,0,3,3,3,0,0,0,1,0,0,0,6,1,0,8,0,0,2,17,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,47,704,0,0,0,1,51,44,0,0,111,95,431,3054,15,1470,0,0,0,3,415,0,0,68,4,10,0,186,0,522,21,0,0,0,0,0,13016,0,0,0,5290,0,19553,3,0,195,0,223,0,29,0,0,1096,0,0,12,758,0,0,14,0,0,0,114,5602,115,9073,0,0,0,0,771,0,0,1268,0,476,2,33002,1,0,0,9,1746,35,0,0,559,142,0,0
"gene_7",0,0,0,0,140,9,0,0,0,1,48,0,0,0,0,0,1015,0,0,8,0,0,42,0,0,2,4,0,4,0,17,0,0,2,0,0,0,0,0,0,0,0,89,0,0,0,3,0,0,0,565,0,680,0,53,0,23,3,14,0,0,0,0,342,6,11,4,0,9,0,0,0,0,0,3,7,0,8,9,20,0,126,0,2,0,0,1,122,0,0,0,18,11,1506,0,0,620,0,0,5,0,316,1,0,0,0,3,0,0,0,0,0,0,3,18,0,4,0,0,0,0,0,0,2475,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,26,0,0,0,0,0,352,0,0,0,0,0,0,707,0,0,0,0,0,0,9,0,0,0,0,0,0,147,0,0,0,3542,0,0,0,0,0,0,0,0,61,0,115,0,0,0,0,0,0,0,3,0,0,0,433,0,0,299,0,0,0,0,0,0,50,7,53,0,0,14,13,8,9,294,7226,20002,0,0,25,3,1,0,0,0,8010,14025,3,0,0,0,1294,187,0,175,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,1,0,7633,3,765,0,63,4668,660,0,4914,71,0,350,0,0,284,2,0,476,0,0,85,6658,0,3053,208,2,96,0,6,1,0,0,9,649,14,1193,6,0,5229,0,0,0,7311,0,0
"gene_8",201,0,92,142,0,91,5323,91,3,1,121,8,3405,1531,1213,114,429,466,82,6614,1197,87,1,234,1478,1,192,12,3465,18,3764,75,12,8295,419,1242,114,1603,129,1199,26,0,714,124,145,7,419,0,0,10,119,521,42,3223,2584,815,6,8257,20759,581,1440,1,5621,141,71,0,3268,32,2336,2188,194,55,11,96,900,1,1407,328,2,212,870,0,129,264,820,4129,17,340,14115,318,189,2372,1404,564,21,97,3763,4231,0,41,6727,125,886,1301,47,48342,17318,2411,0,6554,2431,4898,1008,1255,79,3,1644,28992,20891,260,339,635,19458,2860,8113,876,711,1658,40972,143,8290,10537,21272,594,204,2544,2789,13331,3503,2217,2275,1766,5331,21518,17848,10051,10219,1061,12275,6926,2198,4441,24768,3129,4123,6910,7160,17924,1505,157,1360,16096,5641,4419,1789,1194,35,5830,3172,29451,12953,8894,4060,2931,925,5175,6286,13421,9892,11475,506,96,7304,10742,13449,953,1060,5437,6527,248,4238,2712,7749,7967,1457,10881,2947,377,769,46509,610,930,147,2449,3518,989,519,2587,5941,2338,6907,5244,346,14898,177,3813,10391,1484,6361,12417,2203,417,239,11307,6184,6976,4055,2460,6021,1588,1074,2611,9466,4548,5253,7023,738,9154,12626,6444,2424,670,18331,4893,3399,5322,150,791,978,2177,44,5342,7796,10434,2260,20,7232,1358,5520,12753,367,3603,2011,1234,3164,15084,6562,5459,4143,3031,4797,2044,540,15820,6789,1039,704,3765,391,794,2696,581,7997,2341,14814,21420,9437,2050,4319,23998,6377,24728,16887,14476,14273,18040,1617,6328,586,503,74548,74772,4440,12798,4025,60220,2626,52290,3771,5195,31861,75,9,138,5912,30940,96,7852,14681,30911,656,114,12339,26626,15738,29663,8537,1822,5222,7149,3323,19783,5344,22642,12803,6477,9696,35,16308,4251,2219,13510,6391,145656,353,49618,18987,1570,480,3992,3776,2388,43266,10562,5047,3917,3903,142796,1230,3662,10940,76411,8184,21162,9487,36139,3454,1436,795,2040,7481,18248,7430,8907,3251,17153,2197,17,1979
"gene_9",0,0,0,0,0,9593,0,7,0,2834,0,0,0,0,0,0,0,0,29,12,0,0,2,0,0,0,5103,0,0,621,42,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,4303,0,0,380,0,141,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,1,0,10813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,155,0,0,0,0,45,27,0,0,0,0,0,7,0,139,116,2,121,0,0,0,0,0,0,509,0,0,0,0,125,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,1345,0,0,0,0,0,0,40,0,0,26,0,0,0,0,0,0,0,0,0,0,306,0,0,1,20,0,0,0,1,13,252,6,1,93,3511,2,0,1048,0,480,0,1,1,196,0,0,0,0,0,0,463,0,0,0,5,634,0,3743,24,20,0,0,0,0,1,0,5553,8,0,0,9,6,8,104,0,0,1,0,0,0,0,4,0,0,14,3,102,0,0,3,0,4,2138,1434,0,220,0,822,4878,0,9047,0,4459,0,390,6,1796,3,1,0,8096,32,3786,71,1,1287,2782,9,37369,588,505,1507,2,48,21836,2,448,3,0,13245,11,132,4581,25,3518,458,0,843,17606,7,5197,6355,7,1027,16,5,8,237,3524,19,5,0,14024,69,547,5,2016,1051,6420,6,329,387,15321,2972,9,92,0,24421,9933,57,189,2,8728,848,9289,1715,0,1308,757,257,0,19085,511,8590,14899,0,839
"gene_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2464,50,431,3681,17,0,0,0,16,0,2269,563,0,49,0,3,6,998,830,273,0,0,55,0,6956,3091,97,195,906,2757,18,105,3,765,0,2092,0,0,0,11781,25,6,0,2932,14,0,0,27269,1179,0,3719,1125,42,25,1,77,0,6739,7467,419,9,59,0,364,17340,1017,96,0,318,36,0,0,0,5,0,3,4,1239,85,0,8987,0,11358,0,6,8106,642,22880,3183,25248,5457,43884,561,41720,20269,223,27,17739,232,33205,0,48130,177,68401,1496,135,71947,4322,8496,19507,8920,593,2842,51704,26777,58406,8045,12569,1863,1915,12743,1661,26572,33794,693,45285,14611,11467,94563,58380,1849,7599,25384,0,1279,42,2788,36796,17651,70905,14,4318,2319,600,23265,14143,27,20060,8315,157,8685,80176,146,5071,12,231,3,66,29140,1087,9262,3293,1605,3795,0,263,124,20,433,796,55,878,0,572,0,0,1,2122,4376,4581,0,27,6680,41450,142,0,2275,778,8645,1437,1812,186,1232,1435,233,0,2434,13515,1184,2375,37,1838,38,264,2742,545,83,2824,3421,7499,3,7069,16,16042,55556,28,3377,22442,5,14,53,5637,5,68,216,473,93770,3,3,1876,6224,2,518,48372,1307,207,4073,2407,0,7069,3,4,1011,11439,0,31095,6926,3335
