cell_id,true_label,pred_label_raw,pred_label_aligned
0,5,6,6
1,5,6,6
2,5,6,6
3,5,6,6
4,5,6,6
5,5,6,6
6,5,6,6
7,5,6,6
8,5,6,6
9,5,6,6
10,5,6,6
11,5,6,6
12,5,6,6
13,5,6,6
14,5,6,6
15,5,6,6
16,5,6,6
17,5,6,6
18,5,1,5
19,5,6,6
20,5,6,6
21,5,6,6
22,5,6,6
23,5,6,6
24,5,6,6
25,5,6,6
26,5,6,6
27,5,6,6
28,5,6,6
29,5,6,6
30,5,6,6
31,5,6,6
32,5,6,6
33,5,6,6
34,5,6,6
35,5,6,6
36,5,6,6
37,5,6,6
38,5,6,6
39,5,1,5
40,5,6,6
41,5,4,4
42,5,6,6
43,5,1,5
44,5,6,6
45,5,6,6
46,5,6,6
47,5,6,6
48,5,6,6
49,5,6,6
50,5,1,5
51,5,6,6
52,5,6,6
53,5,6,6
54,5,6,6
55,5,4,4
56,5,6,6
57,5,6,6
58,5,6,6
59,5,6,6
60,5,6,6
61,5,6,6
62,5,6,6
63,5,6,6
64,5,6,6
65,5,6,6
66,5,6,6
67,5,6,6
68,5,6,6
69,5,6,6
70,5,6,6
71,5,1,5
72,5,6,6
73,5,6,6
74,5,6,6
75,5,6,6
76,5,1,5
77,5,1,5
78,5,6,6
79,5,6,6
80,5,6,6
81,5,6,6
82,5,6,6
83,5,6,6
84,5,1,5
85,5,4,4
86,5,6,6
87,5,6,6
88,5,6,6
89,5,6,6
90,5,6,6
91,5,1,5
92,5,4,4
93,5,6,6
94,5,6,6
95,5,6,6
96,5,6,6
97,5,5,0
98,5,6,6
99,5,6,6
100,5,6,6
101,5,6,6
102,5,6,6
103,5,6,6
104,5,1,5
105,5,6,6
106,5,4,4
107,5,6,6
108,5,6,6
109,5,1,5
110,5,6,6
111,5,6,6
112,5,1,5
113,5,6,6
114,5,1,5
115,5,4,4
116,5,6,6
117,5,6,6
118,5,5,0
119,5,6,6
120,5,6,6
121,5,6,6
122,5,4,4
123,5,4,4
124,5,4,4
125,5,6,6
126,5,6,6
127,5,1,5
128,5,1,5
129,5,6,6
130,5,6,6
131,5,6,6
132,5,6,6
133,5,4,4
134,5,1,5
135,5,4,4
136,5,6,6
137,5,6,6
138,5,6,6
139,5,6,6
140,5,6,6
141,5,1,5
142,5,6,6
143,5,6,6
144,5,6,6
145,5,4,4
146,5,6,6
147,5,4,4
148,5,6,6
149,5,6,6
150,5,6,6
151,5,6,6
152,5,6,6
153,5,6,6
154,5,6,6
155,5,6,6
156,5,6,6
157,5,6,6
158,5,6,6
159,5,6,6
160,5,6,6
161,5,6,6
162,5,6,6
163,5,1,5
164,5,6,6
165,5,6,6
166,5,6,6
167,5,6,6
168,5,6,6
169,5,6,6
170,5,6,6
171,5,6,6
172,5,6,6
173,5,6,6
